Vehicle_ID,Frame,Local_X,Local_Y,V_Vel,V_Acc,Lane_ID,Label
37,423.0,41.88399999999999,81.152,6.33,0.0,4.0,2
22,423.0,40.211,131.255,0.0,0.0,4.0,0
10,423.0,65.583,152.515,6.59,0.34,6.0,1
21,423.0,53.698,118.846,5.5,0.02,5.0,0
5,423.0,40.904,177.38400000000001,5.11,0.0,4.0,0
29,423.0,40.186,106.75200000000001,4.0,0.0,4.0,0
12,423.0,41.91,145.673,4.22,0.0,4.0,0
29,424.0,40.186,107.152,4.0,0.0,4.0,0
22,424.0,40.211,131.255,0.0,0.0,4.0,0
5,424.0,40.902,177.895,5.11,0.0,4.0,0
12,424.0,41.906000000000006,146.094,4.23,0.19,4.0,0
10,424.0,65.479,153.18,6.61,-0.17,6.0,1
37,424.0,41.867,81.785,6.34,0.0,4.0,2
21,424.0,53.698,119.397,5.5,0.0,5.0,0
29,425.0,40.186,107.552,4.0,0.0,4.0,0
12,425.0,41.902,146.517,4.26,0.36,4.0,0
22,425.0,40.211,131.255,0.0,0.0,4.0,0
5,425.0,40.9,178.40599999999998,5.11,0.0,4.0,0
10,425.0,65.373,153.84,6.59,-0.11,6.0,1
37,425.0,41.85,82.419,6.33,0.0,4.0,2
21,425.0,53.698,119.947,5.5,0.0,5.0,0
37,426.0,41.833999999999996,83.052,6.33,0.0,4.0,2
12,426.0,41.898999999999994,146.945,4.28,0.18,4.0,0
22,426.0,40.211,131.255,0.0,0.0,4.0,0
10,426.0,65.26899999999999,154.498,6.59,0.0,6.0,1
5,426.0,40.898,178.918,5.11,0.0,4.0,0
21,426.0,53.699,120.49700000000001,5.5,0.0,5.0,0
29,426.0,40.187,107.954,3.98,-0.35,4.0,0
21,427.0,53.7,121.04799999999999,5.5,-0.08,5.0,0
10,427.0,65.164,155.156,6.59,0.0,6.0,1
5,427.0,40.896,179.429,5.11,0.0,4.0,0
22,427.0,40.211,131.255,0.0,0.0,4.0,0
12,427.0,41.895,147.375,4.28,-0.16,4.0,0
29,427.0,40.187,108.352,3.93,-0.65,4.0,0
37,427.0,41.818000000000005,83.685,6.33,0.0,4.0,2
5,428.0,40.894,179.94099999999997,5.11,0.0,4.0,0
10,428.0,65.06,155.815,6.59,0.0,6.0,1
22,428.0,40.211,131.255,0.0,0.0,4.0,0
21,428.0,53.701,121.59899999999999,5.47,-0.37,5.0,0
37,428.0,41.8,84.319,6.33,0.0,4.0,2
12,428.0,41.891000000000005,147.804,4.26,-0.36,4.0,0
29,428.0,40.187,108.74,3.89,-0.31,4.0,0
22,429.0,40.211,131.255,0.0,0.0,4.0,0
12,429.0,41.887,148.227,4.23,-0.21,4.0,0
21,429.0,53.701,122.147,5.42,-0.75,5.0,0
10,429.0,64.954,156.47299999999998,6.59,0.0,6.0,1
37,429.0,41.784,84.95200000000001,6.33,0.0,4.0,2
5,429.0,40.891999999999996,180.452,5.11,0.0,4.0,0
29,429.0,40.187,109.124,3.89,0.31,4.0,0
37,430.0,41.768,85.583,6.35,0.33,4.0,2
10,430.0,64.85,157.132,6.59,0.0,6.0,1
29,430.0,40.187,109.512,3.93,0.65,4.0,0
21,430.0,53.702,122.686,5.33,-0.96,5.0,0
12,430.0,41.88399999999999,148.648,4.22,0.0,4.0,0
22,430.0,40.211,131.255,0.0,0.0,4.0,0
5,430.0,40.89,180.963,5.11,0.0,4.0,0
5,431.0,40.889,181.47400000000002,5.11,0.0,4.0,0
21,431.0,53.702,123.214,5.25,-0.79,5.0,0
29,431.0,40.187,109.91,3.98,0.35,4.0,0
37,431.0,41.751000000000005,86.22200000000001,6.37,0.17,4.0,2
12,431.0,41.88,149.069,4.22,0.0,4.0,0
22,431.0,40.211,131.255,0.0,0.0,4.0,0
10,431.0,64.745,157.791,6.59,0.0,6.0,1
21,432.0,53.703,123.73200000000001,5.19,-0.39,5.0,0
5,432.0,40.887,181.985,5.11,0.0,4.0,0
29,432.0,40.188,110.31200000000001,4.0,0.0,4.0,0
37,432.0,41.733999999999995,86.87799999999999,6.21,-2.68,4.0,2
12,432.0,41.876000000000005,149.491,4.22,0.0,4.0,0
10,432.0,64.641,158.45,6.59,0.0,6.0,1
22,432.0,40.211,131.255,0.0,0.0,4.0,0
29,433.0,40.188,110.712,4.0,0.0,4.0,0
10,433.0,64.535,159.109,6.59,0.0,6.0,1
37,433.0,41.717,87.52,5.65,-8.05,4.0,2
21,433.0,53.703,124.24700000000001,5.17,-0.06,5.0,0
5,433.0,40.885,182.497,5.11,0.0,4.0,0
22,433.0,40.211,131.255,0.0,0.0,4.0,0
12,433.0,41.873000000000005,149.91299999999998,4.22,0.0,4.0,0
5,434.0,40.883,183.00799999999998,5.11,0.0,4.0,0
21,434.0,53.70399999999999,124.76299999999999,5.16,0.04,5.0,0
12,434.0,41.869,150.334,4.22,0.0,4.0,0
29,434.0,40.189,111.11200000000001,4.0,0.0,4.0,0
22,434.0,40.211,131.255,0.0,0.0,4.0,0
10,434.0,64.431,159.768,6.59,0.0,6.0,1
37,434.0,41.693999999999996,88.056,4.6,-11.2,4.0,2
29,435.0,40.19,111.512,4.0,0.0,4.0,0
37,435.0,41.676,88.44,3.19,-11.2,4.0,2
10,435.0,64.32600000000001,160.42600000000002,6.59,0.0,6.0,1
22,435.0,40.211,131.255,0.0,0.0,4.0,0
12,435.0,41.865,150.756,4.22,0.0,4.0,0
21,435.0,53.70399999999999,125.28,5.17,0.0,5.0,0
5,435.0,40.88,183.52,5.11,0.0,4.0,0
21,436.0,53.705,125.79700000000001,5.17,0.0,5.0,0
29,436.0,40.19,111.912,4.0,0.0,4.0,0
12,436.0,41.861000000000004,151.178,4.22,0.0,4.0,0
22,436.0,40.211,131.255,0.0,0.0,4.0,0
10,436.0,64.222,161.085,6.59,0.0,6.0,1
5,436.0,40.878,184.03099999999998,5.11,0.0,4.0,0
37,436.0,41.677,88.696,1.8,-11.2,4.0,2
21,437.0,53.705,126.31299999999999,5.17,0.0,5.0,0
22,437.0,40.211,131.255,0.0,0.0,4.0,0
10,437.0,64.117,161.744,6.59,0.0,6.0,1
5,437.0,40.876,184.542,5.11,0.0,4.0,0
29,437.0,40.19,112.31200000000001,4.0,0.0,4.0,0
12,437.0,41.858000000000004,151.599,4.22,0.0,4.0,0
37,437.0,41.683,88.79799999999999,0.78,-7.77,4.0,2
21,438.0,53.706,126.83,5.17,0.0,5.0,0
22,438.0,40.211,131.255,0.0,0.0,4.0,0
37,438.0,41.685,88.805,0.22,-2.97,4.0,2
12,438.0,41.854,152.02100000000002,4.22,0.0,4.0,0
10,438.0,64.012,162.403,6.59,0.0,6.0,1
5,438.0,40.874,185.053,5.11,0.0,4.0,0
29,438.0,40.19,112.712,4.0,0.0,4.0,0
22,439.0,40.211,131.255,0.0,0.0,4.0,0
10,439.0,63.907,163.062,6.59,0.0,6.0,1
21,439.0,53.706,127.34700000000001,5.17,0.0,5.0,0
5,439.0,40.872,185.565,5.11,0.0,4.0,0
12,439.0,41.85,152.44299999999998,4.22,0.0,4.0,0
29,439.0,40.191,113.11200000000001,4.0,0.0,4.0,0
37,439.0,41.685,88.805,0.0,0.0,4.0,2
10,440.0,63.803000000000004,163.721,6.59,0.0,6.0,1
22,440.0,40.211,131.255,0.0,0.0,4.0,0
5,440.0,40.87,186.076,5.11,0.0,4.0,0
37,440.0,41.685,88.805,0.0,0.0,4.0,2
12,440.0,41.847,152.864,4.22,0.0,4.0,0
29,440.0,40.191,113.51100000000001,4.0,0.0,4.0,0
21,440.0,53.707,127.86399999999999,5.17,0.0,5.0,0
29,441.0,40.192,113.911,4.0,0.0,4.0,0
12,441.0,41.843,153.286,4.22,0.0,4.0,0
22,441.0,40.211,131.255,0.0,0.0,4.0,0
5,441.0,40.868,186.58700000000002,5.11,0.0,4.0,0
37,441.0,41.685,88.805,0.0,0.0,4.0,2
21,441.0,53.708,128.38,5.17,0.0,5.0,0
10,441.0,63.698,164.38,6.59,0.0,6.0,1
5,442.0,40.866,187.09900000000002,5.11,0.0,4.0,0
22,442.0,40.211,131.255,0.0,0.0,4.0,0
10,442.0,63.593,165.03799999999998,6.59,0.0,6.0,1
29,442.0,40.193000000000005,114.311,4.0,0.0,4.0,0
37,442.0,41.685,88.805,0.0,0.0,4.0,2
12,442.0,41.839,153.708,4.22,0.0,4.0,0
21,442.0,53.708,128.89700000000002,5.17,0.0,5.0,0
29,443.0,40.193000000000005,114.709,4.02,0.3,4.0,0
22,443.0,40.211,131.255,0.0,0.0,4.0,0
12,443.0,41.835,154.129,4.22,0.0,4.0,0
5,443.0,40.864000000000004,187.61,5.11,0.0,4.0,0
21,443.0,53.708999999999996,129.41299999999998,5.17,0.0,5.0,0
10,443.0,63.488,165.697,6.59,0.0,6.0,1
37,443.0,41.685,88.805,0.0,0.0,4.0,2
21,444.0,53.71,129.93,5.17,0.0,5.0,0
50,444.0,41.622,65.468,6.43,0.0,4.0,2
37,444.0,41.685,88.805,0.0,0.0,4.0,2
10,444.0,63.38399999999999,166.356,6.59,0.0,6.0,1
12,444.0,41.832,154.55100000000002,4.22,0.0,4.0,0
5,444.0,40.863,188.12099999999998,5.11,0.0,4.0,0
29,444.0,40.193000000000005,115.113,4.04,0.25,4.0,0
22,444.0,40.211,131.255,0.0,0.0,4.0,0
37,445.0,41.685,88.805,0.0,0.0,4.0,2
50,445.0,41.623000000000005,65.968,6.43,0.0,4.0,2
12,445.0,41.828,154.97299999999998,4.22,0.0,4.0,0
10,445.0,63.278999999999996,167.015,6.59,0.0,6.0,1
22,445.0,40.211,131.255,0.0,0.0,4.0,0
5,445.0,40.861,188.632,5.11,0.0,4.0,0
29,445.0,40.193000000000005,115.53299999999999,3.93,-1.95,4.0,0
21,445.0,53.71,130.446,5.17,0.0,5.0,0
37,446.0,41.685,88.805,0.0,0.0,4.0,2
10,446.0,63.175,167.674,6.59,0.0,6.0,1
5,446.0,40.859,189.144,5.11,0.0,4.0,0
12,446.0,41.824,155.394,4.22,0.0,4.0,0
29,446.0,40.213,115.943,3.49,-6.34,4.0,0
50,446.0,41.623999999999995,66.469,6.43,0.0,4.0,2
21,446.0,53.711000000000006,130.963,5.17,0.0,5.0,0
22,446.0,40.211,131.255,0.0,0.0,4.0,0
22,447.0,40.211,131.255,0.0,0.0,4.0,0
29,447.0,40.192,116.288,2.69,-10.31,4.0,0
12,447.0,41.82,155.816,4.22,0.0,4.0,0
50,447.0,41.626000000000005,67.07,6.43,0.0,4.0,2
37,447.0,41.685,88.805,0.0,0.0,4.0,2
5,447.0,40.857,189.655,5.11,0.0,4.0,0
21,447.0,53.711999999999996,131.48,5.17,0.0,5.0,0
10,447.0,63.068999999999996,168.333,6.59,0.0,6.0,1
50,448.0,41.625,67.57,6.43,0.0,4.0,2
37,448.0,41.685,88.805,0.0,0.0,4.0,2
29,448.0,40.093,116.51,1.68,-10.66,4.0,0
5,448.0,40.855,190.167,5.11,0.0,4.0,0
22,448.0,40.211,131.255,0.0,0.0,4.0,0
10,448.0,62.965,168.99200000000002,6.59,0.0,6.0,1
12,448.0,41.817,156.238,4.22,0.0,4.0,0
21,448.0,53.711999999999996,131.997,5.17,0.0,5.0,0
37,449.0,41.685,88.805,0.0,0.0,4.0,2
12,449.0,41.813,156.659,4.22,0.0,4.0,0
22,449.0,40.211,131.255,0.0,0.0,4.0,0
50,449.0,41.625,68.368,6.43,-2.23,4.0,2
21,449.0,53.713,132.513,5.17,0.0,5.0,0
29,449.0,39.971,116.603,0.81,-7.27,4.0,0
5,449.0,40.853,190.678,5.11,0.0,4.0,0
10,449.0,62.86,169.65,6.59,0.0,6.0,1
22,450.0,40.211,131.255,0.0,0.0,4.0,0
12,450.0,41.809,157.08100000000002,4.22,0.0,4.0,0
21,450.0,53.713,133.03,5.17,0.0,5.0,0
29,450.0,39.887,116.62100000000001,0.27,-3.25,4.0,0
10,450.0,62.756,170.30900000000003,6.59,0.0,6.0,1
5,450.0,40.85,191.18900000000002,5.11,0.0,4.0,0
37,450.0,41.685,88.805,0.0,0.0,4.0,2
50,450.0,41.625,69.035,6.05,-7.12,4.0,2
29,451.0,39.853,116.62100000000001,0.0,0.0,4.0,0
5,451.0,40.848,191.7,5.11,0.0,4.0,0
50,451.0,41.625,69.60300000000001,5.46,-5.94,4.0,2
37,451.0,41.685,88.805,0.0,0.0,4.0,2
21,451.0,53.714,133.547,5.17,0.0,5.0,0
12,451.0,41.806000000000004,157.503,4.22,0.0,4.0,0
22,451.0,40.211,131.255,0.0,0.0,4.0,0
10,451.0,62.65,170.968,6.59,0.0,6.0,1
10,452.0,62.54600000000001,171.627,6.59,0.0,6.0,1
50,452.0,41.623999999999995,70.08800000000001,5.05,-1.55,4.0,2
22,452.0,40.211,131.255,0.0,0.0,4.0,0
37,452.0,41.685,88.805,0.0,0.0,4.0,2
12,452.0,41.802,157.925,4.22,0.0,4.0,0
21,452.0,53.714,134.064,5.17,-0.02,5.0,0
29,452.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,0
5,452.0,40.846,192.21200000000002,5.11,0.0,4.0,0
12,453.0,41.799,158.346,4.22,0.0,4.0,0
50,453.0,41.625,70.57,4.98,0.48,4.0,2
10,453.0,62.441,172.285,6.59,0.0,6.0,1
22,453.0,40.211,131.255,0.0,0.0,4.0,0
29,453.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,0
37,453.0,41.685,88.805,0.0,0.0,4.0,2
21,453.0,53.715,134.58,5.16,0.0,5.0,0
5,453.0,40.844,192.72299999999998,5.11,0.0,4.0,0
37,454.0,41.685,88.805,0.0,0.0,4.0,2
10,454.0,62.336999999999996,172.94400000000002,6.59,0.0,6.0,1
50,454.0,41.623999999999995,71.07,5.02,0.5,4.0,2
29,454.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,0
21,454.0,53.716,135.096,5.16,0.0,5.0,0
12,454.0,41.795,158.768,4.22,0.0,4.0,0
22,454.0,40.211,131.255,0.0,0.0,4.0,0
5,454.0,40.842,193.234,5.11,0.0,4.0,0
5,455.0,40.84,193.74599999999998,5.11,0.0,4.0,0
22,455.0,40.211,131.255,0.0,0.0,4.0,0
29,455.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,0
21,455.0,53.716,135.61,5.19,0.37,5.0,0
12,455.0,41.792,159.19,4.22,0.0,4.0,0
37,455.0,41.685,88.805,0.0,0.0,4.0,2
10,455.0,62.231,173.60299999999998,6.59,0.0,6.0,1
50,455.0,41.625,71.58800000000001,4.95,-1.54,4.0,2
50,456.0,41.623999999999995,72.092,4.64,-4.39,4.0,2
37,456.0,41.685,88.805,0.0,0.0,4.0,2
5,456.0,40.838,194.257,5.11,0.0,4.0,0
10,456.0,62.126999999999995,174.261,6.59,0.0,6.0,1
22,456.0,40.211,131.255,0.0,0.0,4.0,0
12,456.0,41.788000000000004,159.612,4.22,0.0,4.0,0
21,456.0,53.717,136.134,5.2,0.08,5.0,0
29,456.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,0
22,457.0,40.211,131.255,0.0,0.0,4.0,0
21,457.0,53.717,136.673,5.03,-2.84,5.0,0
5,457.0,40.836999999999996,194.768,5.11,0.0,4.0,0
37,457.0,41.685,88.805,0.0,0.0,4.0,2
12,457.0,41.784,160.034,4.22,0.0,4.0,0
50,457.0,41.623999999999995,72.543,4.19,-5.51,4.0,2
10,457.0,62.022,174.92,6.59,0.0,6.0,1
29,457.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,0
5,458.0,40.835,195.27900000000002,5.11,0.0,4.0,0
37,458.0,41.685,88.805,0.0,0.0,4.0,2
50,458.0,41.623999999999995,72.92699999999999,3.74,-4.02,4.0,2
29,458.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,0
6,458.0,64.928,65.09,7.42,0.0,6.0,2
21,458.0,53.748999999999995,137.19299999999998,4.48,-7.73,5.0,0
12,458.0,41.781000000000006,160.45600000000002,4.22,0.0,4.0,0
10,458.0,61.918,175.579,6.59,0.0,6.0,1
22,458.0,40.211,131.255,0.0,0.0,4.0,0
5,459.0,40.833,195.791,5.11,0.0,4.0,0
6,459.0,64.93,65.824,7.42,0.0,6.0,2
10,459.0,61.813,176.238,6.59,0.0,6.0,1
29,459.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,0
50,459.0,41.623999999999995,73.274,3.34,-3.15,4.0,2
21,459.0,53.672,137.623,3.53,-11.2,5.0,0
22,459.0,40.211,131.255,0.0,0.0,4.0,0
12,459.0,41.777,160.877,4.22,0.0,4.0,0
37,459.0,41.685,88.805,0.0,0.0,4.0,2
22,460.0,40.211,131.255,0.0,0.0,4.0,0
50,460.0,41.623999999999995,73.607,2.85,-5.86,4.0,2
12,460.0,41.773,161.299,4.22,0.0,4.0,0
5,460.0,40.830999999999996,196.30200000000002,5.11,0.0,4.0,0
21,460.0,53.534,137.91299999999998,2.3,-11.2,5.0,0
37,460.0,41.685,88.805,0.0,0.0,4.0,2
29,460.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,0
10,460.0,61.708,176.89700000000002,6.59,0.0,6.0,1
6,460.0,64.931,66.558,7.42,0.0,6.0,2
29,461.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,0
6,461.0,64.932,67.45,7.42,0.0,6.0,2
22,461.0,40.211,131.255,0.0,0.0,4.0,0
50,461.0,41.623000000000005,73.878,2.18,-8.22,4.0,2
5,461.0,40.829,196.813,5.11,0.0,4.0,0
12,461.0,41.769,161.721,4.22,0.0,4.0,0
37,461.0,41.685,88.805,0.0,0.0,4.0,2
10,461.0,61.603,177.55599999999998,6.59,0.0,6.0,1
21,461.0,53.336000000000006,138.076,1.21,-9.43,5.0,0
29,462.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,0
12,462.0,41.766000000000005,162.142,4.22,0.0,4.0,0
5,462.0,40.827,197.325,5.11,0.0,4.0,0
37,462.0,41.685,88.805,0.0,0.0,4.0,2
10,462.0,61.498999999999995,178.215,6.59,0.0,6.0,1
21,462.0,53.196000000000005,138.107,0.63,-2.84,5.0,0
50,462.0,41.623999999999995,74.04,1.57,-5.41,4.0,2
22,462.0,40.211,131.255,0.0,0.0,4.0,0
6,462.0,64.932,68.183,7.42,0.0,6.0,2
37,463.0,41.685,88.805,0.0,0.0,4.0,2
29,463.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,0
21,463.0,53.107,138.107,0.0,0.0,5.0,0
6,463.0,64.932,68.925,7.42,-1.36,6.0,2
22,463.0,40.211,131.255,0.0,0.0,4.0,0
50,463.0,41.625,74.13600000000001,1.29,0.0,4.0,2
5,463.0,40.825,197.83599999999998,5.11,0.0,4.0,0
12,463.0,41.762,162.564,4.22,0.0,4.0,0
10,463.0,61.394,178.873,6.59,0.0,6.0,1
10,464.0,61.288999999999994,179.532,6.59,0.0,6.0,1
22,464.0,40.211,131.255,0.0,0.0,4.0,0
50,464.0,41.623999999999995,74.251,1.28,1.47,4.0,2
29,464.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,0
12,464.0,41.758,162.986,4.22,0.0,4.0,0
5,464.0,40.823,198.347,5.11,0.0,4.0,0
21,464.0,53.141000000000005,138.165,1.43,9.93,5.0,0
37,464.0,41.685,88.805,0.0,0.0,4.0,2
6,464.0,64.933,69.649,7.33,0.0,6.0,2
10,465.0,61.184,180.19099999999997,6.59,0.0,6.0,1
5,465.0,40.82,198.859,5.11,0.0,4.0,0
12,465.0,41.755,163.407,4.22,0.0,4.0,0
37,465.0,41.685,88.805,0.0,0.0,4.0,2
22,465.0,40.211,131.255,0.0,0.0,4.0,0
29,465.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,0
50,465.0,41.623999999999995,74.407,1.22,-2.13,4.0,2
6,465.0,64.933,70.383,7.33,0.0,6.0,2
21,465.0,53.14,138.359,2.33,9.29,5.0,0
21,466.0,53.14,138.67600000000002,2.92,3.28,5.0,0
29,466.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,0
22,466.0,40.211,131.255,0.0,0.0,4.0,0
6,466.0,64.933,71.116,7.33,0.0,6.0,2
5,466.0,40.818000000000005,199.37,5.11,0.0,4.0,0
50,466.0,41.623999999999995,74.542,0.9,-5.25,4.0,2
12,466.0,41.751000000000005,163.829,4.22,0.0,4.0,0
37,466.0,41.685,88.805,0.0,0.0,4.0,2
10,466.0,61.08,180.85,6.59,0.0,6.0,1
22,467.0,40.211,131.255,0.0,0.0,4.0,0
5,467.0,40.816,199.88099999999997,5.11,0.0,4.0,0
10,467.0,60.975,181.50900000000001,6.59,0.0,6.0,1
50,467.0,41.623000000000005,74.60300000000001,0.46,-4.42,4.0,2
29,467.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,0
37,467.0,41.685,88.805,0.0,0.0,4.0,2
6,467.0,64.933,71.85,7.33,0.0,6.0,2
21,467.0,53.141000000000005,139.039,2.85,-4.8,5.0,0
12,467.0,41.747,164.25099999999998,4.22,0.0,4.0,0
12,468.0,41.743,164.672,4.22,0.0,4.0,0
5,468.0,40.814,200.392,5.11,0.0,4.0,0
22,468.0,40.211,131.255,0.0,0.0,4.0,0
50,468.0,41.623999999999995,74.609,0.13,-1.79,4.0,2
10,468.0,60.87,182.168,6.59,0.0,6.0,1
6,468.0,64.933,72.583,7.33,0.0,6.0,2
21,468.0,53.14,139.328,2.23,-8.72,5.0,0
29,468.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,0
37,468.0,41.685,88.805,0.0,0.0,4.0,2
5,469.0,40.813,200.90400000000002,5.11,0.0,4.0,0
22,469.0,40.211,131.255,0.0,0.0,4.0,0
21,469.0,53.141999999999996,139.493,1.57,-5.93,5.0,0
12,469.0,41.74,165.09400000000002,4.22,0.0,4.0,0
50,469.0,41.623999999999995,74.609,0.0,0.0,4.0,2
29,469.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,2
10,469.0,60.765,182.827,6.59,0.0,6.0,1
37,469.0,41.685,88.805,0.0,0.0,4.0,2
6,469.0,64.933,73.316,7.33,0.0,6.0,2
21,470.0,53.141999999999996,139.584,1.25,-0.24,5.0,0
50,470.0,41.623999999999995,74.609,0.0,0.0,4.0,2
5,470.0,40.811,201.415,5.11,0.0,4.0,0
12,470.0,41.736000000000004,165.516,4.22,0.0,4.0,0
29,470.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,2
6,470.0,64.933,74.05,7.33,0.0,6.0,2
22,470.0,40.211,131.255,0.0,0.0,4.0,0
10,470.0,60.661,183.485,6.59,0.0,6.0,1
37,470.0,41.685,88.805,0.0,0.0,4.0,2
21,471.0,53.141000000000005,139.684,1.32,2.79,5.0,0
50,471.0,41.623999999999995,74.609,0.0,0.0,4.0,2
37,471.0,41.685,88.805,0.0,0.0,4.0,2
22,471.0,40.211,131.255,0.0,0.0,4.0,0
10,471.0,60.556000000000004,184.144,6.59,0.0,6.0,1
6,471.0,64.934,74.783,7.33,0.0,6.0,2
29,471.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,2
5,471.0,40.809,201.926,5.11,0.0,4.0,0
12,471.0,41.732,165.937,4.22,0.0,4.0,0
5,472.0,40.806999999999995,202.438,5.11,0.0,4.0,0
50,472.0,41.623999999999995,74.609,0.0,0.0,4.0,2
12,472.0,41.729,166.359,4.22,0.0,4.0,0
6,472.0,64.933,75.516,7.33,0.0,6.0,2
10,472.0,60.452,184.803,6.59,0.0,6.0,1
37,472.0,41.685,88.805,0.0,0.0,4.0,2
22,472.0,40.211,131.255,0.0,0.0,4.0,0
21,472.0,53.141000000000005,139.834,1.53,1.76,5.0,0
29,472.0,39.873000000000005,116.62100000000001,0.0,0.0,4.0,2
